CLIENTE;EMISSAO;DT.SAIDA;C.E.P.;UF;CEP.ENTR.;UFE
85112-1;26/03/2024;26/03/2024;03509-020;SP;03509-020;SP
85125-3;02/01/2024;02/01/2024;02405-000;SP;02405-000;SP
85125-3;17/01/2024;17/01/2024;02405-000;SP;02405-000;SP
85125-3;07/02/2024;07/02/2024;02405-000;SP;02405-000;SP
85125-3;11/03/2024;11/03/2024;02405-000;SP;02405-000;SP
85129-5;07/03/2024;07/03/2024;03355-000;SP;03355-000;SP
85146-9;09/01/2024;09/01/2024;04794-905;SP;04794-905;SP
85173-3;08/01/2024;08/01/2024;09020-220;SP;09020-220;SP
85173-3;01/02/2024;01/02/2024;09020-220;SP;09020-220;SP
85173-3;04/03/2024;04/03/2024;09020-220;SP;09020-220;SP
85173-3;05/03/2024;05/03/2024;09020-220;SP;09020-220;SP
85173-3;11/03/2024;11/03/2024;09020-220;SP;09020-220;SP
85173-3;19/03/2024;19/03/2024;09020-220;SP;09020-220;SP
85174-1;02/01/2024;02/01/2024;03318-000;SP;03318-000;SP
85174-1;19/01/2024;19/01/2024;03318-000;SP;03318-000;SP
85174-1;07/02/2024;07/02/2024;03318-000;SP;03318-000;SP
85174-1;19/02/2024;19/02/2024;03318-000;SP;03318-000;SP
85174-1;12/03/2024;12/03/2024;03318-000;SP;03318-000;SP
85174-1;27/03/2024;27/03/2024;03318-000;SP;03318-000;SP
85182-4;22/01/2024;22/01/2024;01327-001;SP;01327-001;SP
85182-4;08/02/2024;08/02/2024;01327-001;SP;01327-001;SP
85191-5;04/03/2024;04/03/2024;04537-010;SP;04537-010;SP
85191-5;08/03/2024;08/03/2024;04537-010;SP;04537-010;SP
85195-6;10/01/2024;10/01/2024;04074-031;SP;04074-031;SP
85195-6;05/02/2024;05/02/2024;04074-031;SP;04074-031;SP
85195-6;09/02/2024;09/02/2024;04074-031;SP;04074-031;SP
85195-6;04/03/2024;04/03/2024;04074-031;SP;04074-031;SP
85195-6;25/03/2024;25/03/2024;04074-031;SP;04074-031;SP
85204-6;12/01/2024;12/01/2024;08780-200;SP;08780-200;SP
85206-1;29/01/2024;29/01/2024;04627-006;SP;04627-006;SP
85210-3;02/01/2024;02/01/2024;04347-110;SP;04347-110;SP
85210-3;22/01/2024;22/01/2024;04347-110;SP;04347-110;SP
85210-3;05/02/2024;05/02/2024;04347-110;SP;04347-110;SP
85210-3;19/02/2024;19/02/2024;04347-110;SP;04347-110;SP
85210-3;11/03/2024;11/03/2024;04347-110;SP;04347-110;SP
85210-3;01/04/2024;01/04/2024;04347-110;SP;04347-110;SP
85215-2;05/02/2024;05/02/2024;04043-200;SP;04043-200;SP
85215-2;07/03/2024;07/03/2024;04043-200;SP;04043-200;SP
85216-0;22/02/2024;22/02/2024;07023-022;SP;07023-022;SP
85232-7;15/02/2024;15/02/2024;03330-000;SP;03330-000;SP
85232-7;26/03/2024;26/03/2024;03330-000;SP;03330-000;SP
85232-7;02/01/2024;02/01/2024;03330-000;SP;03330-000;SP
85235-0;20/03/2024;20/03/2024;13092-133;SP;13092-133;SP
85236-8;22/03/2024;22/03/2024;05401-400;SP;05401-400;SP
85242-6;05/01/2024;05/01/2024;11660-090;SP;11660-090;SP
85242-6;12/02/2024;12/02/2024;11660-090;SP;11660-090;SP
85242-6;27/03/2024;27/03/2024;11660-090;SP;11660-090;SP
85245-9;17/01/2024;17/01/2024;02403-010;SP;02403-010;SP
85245-9;06/03/2024;06/03/2024;02403-010;SP;02403-010;SP
85248-3;15/01/2024;15/01/2024;15601-250;SP;15601-250;SP
85255-8;07/03/2024;07/03/2024;11253-004;SP;11253-004;SP
85256-6;05/01/2024;05/01/2024;13091-901;SP;13091-901;SP
85256-6;07/02/2024;07/02/2024;13091-901;SP;13091-901;SP
85257-4;17/01/2024;17/01/2024;11260-558;SP;11260-558;SP
85257-4;28/02/2024;28/02/2024;11260-558;SP;11260-558;SP
85259-0;02/01/2024;02/01/2024;03084-000;SP;03084-000;SP
85259-0;12/01/2024;12/01/2024;03084-000;SP;03084-000;SP
85259-0;02/02/2024;02/02/2024;03084-000;SP;03084-000;SP
85259-0;23/02/2024;23/02/2024;03084-000;SP;03084-000;SP
85259-0;29/02/2024;29/02/2024;03084-000;SP;03084-000;SP
85262-4;16/01/2024;16/01/2024;04310-040;SP;04310-040;SP
85262-4;23/01/2024;23/01/2024;04310-040;SP;04310-040;SP
85262-4;19/02/2024;19/02/2024;04310-040;SP;04310-040;SP
85262-4;12/03/2024;12/03/2024;04310-040;SP;04310-040;SP
85262-4;26/03/2024;26/03/2024;04310-040;SP;04310-040;SP
85262-4;01/04/2024;01/04/2024;04310-040;SP;04310-040;SP
85265-7;11/01/2024;11/01/2024;01506-010;SP;01506-010;SP
85265-7;30/01/2024;30/01/2024;01506-010;SP;01506-010;SP
85265-7;14/02/2024;14/02/2024;01506-010;SP;01506-010;SP
85265-7;20/02/2024;20/02/2024;01506-010;SP;01506-010;SP
85266-5;09/01/2024;09/01/2024;06332-130;SP;06332-130;SP
85278-0;10/01/2024;10/01/2024;13465-530;SP;13465-530;SP
85278-0;17/01/2024;17/01/2024;13465-530;SP;13465-530;SP
85278-0;14/02/2024;14/02/2024;13465-530;SP;13465-530;SP
85278-0;06/03/2024;06/03/2024;13465-530;SP;13465-530;SP
85278-0;25/03/2024;25/03/2024;13465-530;SP;13465-530;SP
85298-8;01/02/2024;01/02/2024;08295-000;SP;08295-000;SP
85298-8;20/02/2024;20/02/2024;08295-000;SP;08295-000;SP
85298-8;08/03/2024;08/03/2024;08295-000;SP;08295-000;SP
85298-8;26/03/2024;26/03/2024;08295-000;SP;08295-000;SP
85311-9;04/01/2024;04/01/2024;05724-002;SP;05724-002;SP
85311-9;03/04/2024;03/04/2024;05724-002;SP;05724-002;SP
85314-3;08/03/2024;08/03/2024;07400-490;SP;07400-490;SP
85324-2;25/01/2024;25/01/2024;09041-040;SP;09041-040;SP
85324-2;27/02/2024;27/02/2024;09041-040;SP;09041-040;SP
85328-3;02/01/2024;02/01/2024;01506-000;SP;01506-000;SP
85328-3;16/01/2024;16/01/2024;01506-000;SP;01506-000;SP
85328-3;23/01/2024;23/01/2024;01506-000;SP;01506-000;SP
85328-3;06/02/2024;06/02/2024;01506-000;SP;01506-000;SP
85328-3;12/03/2024;12/03/2024;01506-000;SP;01506-000;SP
85331-7;13/03/2024;13/03/2024;07115-000;SP;07115-000;SP
85332-5;19/01/2024;19/01/2024;03581-170;SP;03581-170;SP
85332-5;04/03/2024;04/03/2024;03581-170;SP;03581-170;SP
85343-2;01/03/2024;01/03/2024;08570-002;SP;08570-002;SP
85343-2;08/03/2024;08/03/2024;08570-002;SP;08570-002;SP
85345-7;23/01/2024;23/01/2024;13215-900;SP;13215-900;SP
85345-7;23/02/2024;23/02/2024;13215-900;SP;13215-900;SP
85353-1;10/01/2024;10/01/2024;13344-270;SP;13344-270;SP
85353-1;07/02/2024;07/02/2024;13344-270;SP;13344-270;SP
85353-1;06/03/2024;06/03/2024;13344-270;SP;13344-270;SP
85366-3;08/02/2024;08/02/2024;04052-000;SP;04052-000;SP
85368-9;15/01/2024;15/01/2024;05716-060;SP;05716-060;SP
85368-9;25/03/2024;25/03/2024;05716-060;SP;05716-060;SP
85381-2;16/01/2024;16/01/2024;09531-190;SP;09531-190;SP
85391-1;28/02/2024;28/02/2024;11045-150;SP;11045-150;SP
85391-1;17/01/2024;17/01/2024;11045-150;SP;11045-150;SP
85391-1;13/03/2024;13/03/2024;11045-150;SP;11045-150;SP
85396-0;23/01/2024;23/01/2024;13250-340;SP;13250-340;SP
85403-4;17/01/2024;17/01/2024;11050-100;SP;11050-100;SP
85403-4;31/01/2024;31/01/2024;11050-100;SP;11050-100;SP
85403-4;19/02/2024;19/02/2024;11050-100;SP;11050-100;SP
85403-4;13/03/2024;13/03/2024;11050-100;SP;11050-100;SP
85415-8;05/01/2024;05/01/2024;01426-010;SP;01426-010;SP
85415-8;05/01/2024;05/01/2024;01426-010;SP;01426-010;SP
85415-8;09/01/2024;09/01/2024;01426-010;SP;01426-010;SP
85415-8;06/02/2024;06/02/2024;01426-010;SP;01426-010;SP
85415-8;05/03/2024;05/03/2024;01426-010;SP;01426-010;SP
85415-8;26/03/2024;26/03/2024;01426-010;SP;01426-010;SP
85415-8;03/04/2024;03/04/2024;01426-010;SP;01426-010;SP
85432-3;18/01/2024;18/01/2024;81200-526;PR;01417-020;SP
85442-2;09/01/2024;09/01/2024;08780-500;SP;08780-500;SP
85442-2;02/02/2024;02/02/2024;08780-500;SP;08780-500;SP
85442-2;08/03/2024;08/03/2024;08780-500;SP;08780-500;SP
85447-1;05/01/2024;05/01/2024;09080-510;SP;09080-510;SP
85447-1;12/01/2024;12/01/2024;09080-510;SP;09080-510;SP
85447-1;16/01/2024;16/01/2024;09080-510;SP;09080-510;SP
85447-1;24/01/2024;24/01/2024;09080-510;SP;09080-510;SP
85447-1;06/02/2024;06/02/2024;09080-510;SP;09080-510;SP
85447-1;13/02/2024;13/02/2024;09080-510;SP;09080-510;SP
85447-1;06/03/2024;06/03/2024;09080-510;SP;09080-510;SP
85447-1;12/03/2024;12/03/2024;09080-510;SP;09080-510;SP
85447-1;14/03/2024;14/03/2024;09080-510;SP;09080-510;SP
85447-1;21/03/2024;21/03/2024;09080-510;SP;09080-510;SP
85447-1;01/04/2024;01/04/2024;09080-510;SP;09080-510;SP
85448-9;08/01/2024;08/01/2024;08675-238;SP;08675-238;SP
85448-9;15/01/2024;15/01/2024;08675-238;SP;08675-238;SP
85448-9;06/02/2024;06/02/2024;08675-238;SP;08675-238;SP
85448-9;09/02/2024;09/02/2024;08675-238;SP;08675-238;SP
85448-9;04/03/2024;04/03/2024;08675-238;SP;08675-238;SP
85448-9;20/03/2024;20/03/2024;08675-238;SP;08675-238;SP
85451-3;22/01/2024;22/01/2024;04020-041;SP;04020-041;SP
85457-0;20/03/2024;20/03/2024;01418-000;SP;01418-000;SP
85463-8;30/01/2024;30/01/2024;01413-000;SP;01413-000;SP
85463-8;04/03/2024;04/03/2024;01413-000;SP;01413-000;SP
85463-8;26/03/2024;26/03/2024;01413-000;SP;01413-000;SP
85472-9;23/01/2024;23/01/2024;03319-000;SP;03319-000;SP
85472-9;16/02/2024;16/02/2024;03319-000;SP;03319-000;SP
85472-9;01/04/2024;01/04/2024;03319-000;SP;03319-000;SP
85475-2;15/03/2024;15/03/2024;04082-000;SP;04082-000;SP
85475-2;01/04/2024;01/04/2024;04082-000;SP;04082-000;SP
85475-2;02/01/2024;02/01/2024;04082-000;SP;04082-000;SP
85475-2;12/02/2024;12/02/2024;04082-000;SP;04082-000;SP
85475-2;26/02/2024;26/02/2024;04082-000;SP;04082-000;SP
85481-0;09/01/2024;09/01/2024;09750-902;SP;09750-902;SP
85481-0;12/02/2024;12/02/2024;09750-902;SP;09750-902;SP
85481-0;12/03/2024;12/03/2024;09750-902;SP;09750-902;SP
85484-4;29/02/2024;29/02/2024;01222-000;SP;01222-000;SP
85485-1;31/01/2024;31/01/2024;11050-100;SP;11050-100;SP
85485-1;19/02/2024;19/02/2024;11050-100;SP;11050-100;SP
85485-1;26/03/2024;26/03/2024;11050-100;SP;11050-100;SP
85486-9;15/01/2024;15/01/2024;02135-002;SP;02135-002;SP
85486-9;15/02/2024;15/02/2024;02135-002;SP;02135-002;SP
85486-9;20/03/2024;20/03/2024;02135-002;SP;02135-002;SP
85495-0;05/02/2024;05/02/2024;05044-000;SP;05044-000;SP
85495-0;13/03/2024;13/03/2024;05044-000;SP;05044-000;SP
85496-8;26/03/2024;26/03/2024;19814-040;SP;19814-040;SP
85526-2;21/03/2024;21/03/2024;04075-010;SP;04075-010;SP
85526-2;02/01/2024;02/01/2024;04075-010;SP;04075-010;SP
85526-2;10/01/2024;10/01/2024;04075-010;SP;04075-010;SP
85526-2;26/01/2024;26/01/2024;04075-010;SP;04075-010;SP
85526-2;07/02/2024;07/02/2024;04075-010;SP;04075-010;SP
85526-2;07/03/2024;07/03/2024;04075-010;SP;04075-010;SP
85526-2;21/03/2024;21/03/2024;04075-010;SP;04075-010;SP
85533-8;07/02/2024;07/02/2024;13084-520;SP;13084-520;SP
85533-8;22/02/2024;22/02/2024;13084-520;SP;13084-520;SP
85533-8;03/04/2024;03/04/2024;13084-520;SP;13084-520;SP
85554-4;26/01/2024;26/01/2024;13084-791;SP;13084-791;SP
85554-4;31/01/2024;31/01/2024;13084-791;SP;13084-791;SP
85558-5;15/03/2024;15/03/2024;01532-020;SP;01532-020;SP
85566-8;22/03/2024;22/03/2024;08557-700;SP;08557-700;SP
85569-2;07/03/2024;07/03/2024;09840-210;SP;09840-210;SP
85574-2;10/01/2024;10/01/2024;05303-000;SP;05303-000;SP
85574-2;01/02/2024;01/02/2024;05303-000;SP;05303-000;SP
85574-2;28/02/2024;28/02/2024;05303-000;SP;05303-000;SP
85574-2;11/03/2024;11/03/2024;05303-000;SP;05303-000;SP
85583-3;02/01/2024;02/01/2024;04662-002;SP;04662-002;SP
85583-3;15/01/2024;15/01/2024;04662-002;SP;04662-002;SP
85583-3;02/02/2024;02/02/2024;04662-002;SP;04662-002;SP
85583-3;28/02/2024;28/02/2024;04662-002;SP;04662-002;SP
85583-3;18/03/2024;18/03/2024;04662-002;SP;04662-002;SP
85589-0;13/03/2024;13/03/2024;05047-001;SP;05047-001;SP
85589-0;18/03/2024;18/03/2024;05047-001;SP;05047-001;SP
85602-1;19/03/2024;19/03/2024;04006-001;SP;04006-001;SP
85603-9;26/01/2024;26/01/2024;08780-200;SP;08780-200;SP
85603-9;27/03/2024;27/03/2024;08780-200;SP;08780-200;SP
85606-2;22/01/2024;22/01/2024;01123-040;SP;01123-040;SP
85606-2;31/01/2024;31/01/2024;01123-040;SP;01123-040;SP
85606-2;06/03/2024;06/03/2024;01123-040;SP;01123-040;SP
85606-2;18/03/2024;18/03/2024;01123-040;SP;01123-040;SP
85609-6;04/01/2024;04/01/2024;04523-015;SP;04523-015;SP
85609-6;10/01/2024;10/01/2024;04523-015;SP;04523-015;SP
85609-6;07/02/2024;07/02/2024;04523-015;SP;04523-015;SP
85609-6;14/02/2024;14/02/2024;04523-015;SP;04523-015;SP
85609-6;08/03/2024;08/03/2024;04523-015;SP;04523-015;SP
85609-6;21/03/2024;21/03/2024;04523-015;SP;04523-015;SP
85612-0;08/01/2024;08/01/2024;01424-007;SP;01424-007;SP
85612-0;19/01/2024;19/01/2024;01424-007;SP;01424-007;SP
85612-0;13/03/2024;13/03/2024;01424-007;SP;01424-007;SP
85626-0;08/02/2024;08/02/2024;02033-020;SP;02033-020;SP
85626-0;30/01/2024;30/01/2024;02033-020;SP;02033-020;SP
85631-0;29/02/2024;29/02/2024;13201-030;SP;13201-030;SP
85631-0;18/03/2024;18/03/2024;13201-030;SP;13201-030;SP
85631-0;19/01/2024;19/01/2024;13201-030;SP;13201-030;SP
85632-8;06/03/2024;06/03/2024;13405-232;SP;13405-232;SP
85635-1;03/01/2024;03/01/2024;01229-001;SP;01229-001;SP
85635-1;21/02/2024;21/02/2024;01229-001;SP;01229-001;SP
85635-1;20/03/2024;20/03/2024;01229-001;SP;01229-001;SP
85646-8;19/01/2024;19/01/2024;05724-003;SP;05724-003;SP
85650-0;05/02/2024;05/02/2024;09080-500;SP;09080-500;SP
85650-0;26/03/2024;26/03/2024;09080-500;SP;09080-500;SP
85652-6;19/02/2024;19/02/2024;02120-001;SP;02120-001;SP
85653-4;20/03/2024;20/03/2024;13825-000;SP;13825-000;SP
85657-5;12/02/2024;12/02/2024;13271-450;SP;13271-450;SP
85657-5;21/02/2024;21/02/2024;13271-450;SP;13271-450;SP
85662-5;10/01/2024;10/01/2024;13025-310;SP;13025-310;SP
85666-6;18/01/2024;18/01/2024;48970-000;BA;08010-220;SP
85666-6;18/01/2024;18/01/2024;48970-000;BA;08010-220;SP
85666-6;08/03/2024;08/03/2024;48970-000;BA;08010-220;SP
85667-4;03/01/2024;03/01/2024;04089-002;SP;04089-002;SP
85667-4;09/02/2024;09/02/2024;04089-002;SP;04089-002;SP
85667-4;20/03/2024;20/03/2024;04089-002;SP;04089-002;SP
85669-0;03/04/2024;03/04/2024;13075-380;SP;13075-380;SP
85670-8;01/02/2024;01/02/2024;15015-200;SP;15015-200;SP
85670-8;29/02/2024;29/02/2024;15015-200;SP;15015-200;SP
85670-8;04/03/2024;04/03/2024;15015-200;SP;15015-200;SP
85671-6;20/03/2024;20/03/2024;13025-300;SP;13025-300;SP
85680-7;02/01/2024;02/01/2024;06455-000;SP;06455-000;SP
85680-7;05/02/2024;05/02/2024;06455-000;SP;06455-000;SP
85680-7;04/03/2024;04/03/2024;06455-000;SP;06455-000;SP
85680-7;01/04/2024;01/04/2024;06455-000;SP;06455-000;SP
85681-5;24/01/2024;24/01/2024;01027-000;SP;01027-000;SP
85684-9;21/03/2024;21/03/2024;09010-000;SP;09010-000;SP
85686-4;08/03/2024;08/03/2024;04016-035;SP;04016-035;SP
85693-0;18/01/2024;18/01/2024;01319-030;SP;01319-030;SP
85693-0;15/03/2024;15/03/2024;01319-030;SP;01319-030;SP
85697-1;15/01/2024;15/01/2024;18600-050;SP;18600-050;SP
85699-7;28/02/2024;28/02/2024;08671-350;SP;08671-350;SP
85702-9;04/01/2024;04/01/2024;11705-082;SP;11705-082;SP
85702-9;17/01/2024;17/01/2024;11705-082;SP;11705-082;SP
85702-9;31/01/2024;31/01/2024;11705-082;SP;11705-082;SP
85702-9;20/02/2024;20/02/2024;11705-082;SP;11705-082;SP
85704-5;15/01/2024;15/01/2024;04571-090;SP;04571-090;SP
85704-5;21/02/2024;21/02/2024;04571-090;SP;04571-090;SP
85708-6;05/01/2024;05/01/2024;08780-300;SP;08780-300;SP
85708-6;12/01/2024;12/01/2024;08780-300;SP;08780-300;SP
85708-6;19/01/2024;19/01/2024;08780-300;SP;08780-300;SP
85708-6;26/01/2024;26/01/2024;08780-300;SP;08780-300;SP
85708-6;23/02/2024;23/02/2024;08780-300;SP;08780-300;SP
85708-6;08/03/2024;08/03/2024;08780-300;SP;08780-300;SP
85708-6;25/03/2024;25/03/2024;08780-300;SP;08780-300;SP
85720-1;05/01/2024;05/01/2024;08780-910;SP;08780-910;SP
85720-1;18/01/2024;18/01/2024;08780-910;SP;08780-910;SP
85720-1;01/02/2024;01/02/2024;08780-910;SP;08780-910;SP
85720-1;15/02/2024;15/02/2024;08780-910;SP;08780-910;SP
85729-2;25/01/2024;25/01/2024;01226-030;SP;01226-030;SP
85729-2;29/02/2024;29/02/2024;01226-030;SP;01226-030;SP
85729-2;21/03/2024;21/03/2024;01226-030;SP;01226-030;SP
85731-8;02/02/2024;02/02/2024;05022-001;SP;05022-001;SP
85731-8;18/03/2024;18/03/2024;05022-001;SP;05022-001;SP
85734-2;19/03/2024;19/03/2024;18132-852;SP;18132-852;SP
85742-5;02/01/2024;02/01/2024;11697-430;SP;11697-430;SP
85752-4;15/03/2024;15/03/2024;05359-001;SP;05359-001;SP
85754-0;21/02/2024;21/02/2024;04662-001;SP;04662-001;SP
85754-0;25/03/2024;25/03/2024;04662-001;SP;04662-001;SP
85755-7;23/02/2024;23/02/2024;13207-760;SP;13207-760;SP
85755-7;07/03/2024;07/03/2024;13207-760;SP;13207-760;SP
85755-7;21/03/2024;21/03/2024;13207-760;SP;13207-760;SP
85755-7;09/01/2024;09/01/2024;13207-760;SP;13207-760;SP
85755-7;18/01/2024;18/01/2024;13207-760;SP;13207-760;SP
85756-5;15/01/2024;15/01/2024;01546-090;SP;01506-020;SP
85756-5;23/01/2024;23/01/2024;01546-090;SP;01506-020;SP
85756-5;30/01/2024;30/01/2024;01546-090;SP;01506-020;SP
85756-5;20/02/2024;20/02/2024;01546-090;SP;01506-020;SP
85756-5;13/03/2024;13/03/2024;01546-090;SP;01506-020;SP
85756-5;01/04/2024;01/04/2024;01546-090;SP;01506-020;SP
85761-5;12/01/2024;12/01/2024;06023-010;SP;06023-010;SP
85768-0;20/03/2024;20/03/2024;06190-160;SP;06190-160;SP
85773-0;26/02/2024;26/02/2024;12080-300;SP;12080-300;SP
85773-0;26/03/2024;26/03/2024;12080-300;SP;12080-300;SP
85775-5;18/01/2024;18/01/2024;07042-040;SP;07042-040;SP
85776-3;26/02/2024;26/02/2024;12243-010;SP;12243-010;SP
85779-7;17/01/2024;17/01/2024;01545-001;SP;01545-001;SP
85779-7;21/03/2024;21/03/2024;01545-001;SP;01545-001;SP
85780-5;12/02/2024;12/02/2024;01414-904;SP;01414-904;SP
85781-3;12/01/2024;12/01/2024;03613-000;SP;03613-000;SP
85782-1;17/01/2024;17/01/2024;11440-001;SP;11440-001;SP
85782-1;19/02/2024;19/02/2024;11440-001;SP;11440-001;SP
85782-1;14/03/2024;14/03/2024;11440-001;SP;11440-001;SP
85782-1;26/03/2024;26/03/2024;11440-001;SP;11440-001;SP
85790-4;17/01/2024;17/01/2024;13212-210;SP;13212-210;SP
85790-4;07/02/2024;07/02/2024;13212-210;SP;13212-210;SP
85790-4;29/02/2024;29/02/2024;13212-210;SP;13212-210;SP
85790-4;21/03/2024;21/03/2024;13212-210;SP;13212-210;SP
85792-0;03/01/2024;03/01/2024;11726-500;SP;11726-500;SP
85792-0;17/01/2024;17/01/2024;11726-500;SP;11726-500;SP
85792-0;31/01/2024;31/01/2024;11726-500;SP;11726-500;SP
85792-0;13/03/2024;13/03/2024;11726-500;SP;11726-500;SP
85793-8;01/03/2024;01/03/2024;04569-011;SP;04569-011;SP
85793-8;20/03/2024;20/03/2024;04569-011;SP;04569-011;SP
85793-8;09/01/2024;09/01/2024;04569-011;SP;04569-011;SP
85793-8;14/02/2024;14/02/2024;04569-011;SP;04569-011;SP
85795-3;10/01/2024;10/01/2024;05417-020;SP;05417-020;SP
85795-3;28/02/2024;28/02/2024;05417-020;SP;05417-020;SP
85795-3;25/03/2024;25/03/2024;05417-020;SP;05417-020;SP
85797-9;03/01/2024;03/01/2024;04546-003;SP;04546-003;SP
85797-9;19/01/2024;19/01/2024;04546-003;SP;04546-003;SP
85797-9;22/01/2024;22/01/2024;04546-003;SP;04546-003;SP
85797-9;26/02/2024;26/02/2024;04546-003;SP;04546-003;SP
85798-7;14/02/2024;14/02/2024;07190-070;SP;07190-070;SP
85798-7;20/03/2024;20/03/2024;07190-070;SP;07190-070;SP
85802-7;01/04/2024;01/04/2024;05402-400;SP;05402-400;SP
85803-5;05/01/2024;05/01/2024;04613-001;SP;04613-001;SP
85803-5;19/02/2024;19/02/2024;04613-001;SP;04613-001;SP
85804-3;01/02/2024;01/02/2024;07432-575;SP;07432-575;SP
85812-6;17/01/2024;17/01/2024;08780-260;SP;08780-260;SP
85812-6;11/03/2024;11/03/2024;08780-260;SP;08780-260;SP
85813-4;04/01/2024;04/01/2024;04138-002;SP;04138-002;SP
85813-4;12/01/2024;12/01/2024;04138-002;SP;04138-002;SP
85813-4;06/02/2024;06/02/2024;04138-002;SP;04138-002;SP
85813-4;08/02/2024;08/02/2024;04138-002;SP;04138-002;SP
85813-4;15/02/2024;15/02/2024;04138-002;SP;04138-002;SP
85813-4;22/02/2024;22/02/2024;04138-002;SP;04138-002;SP
85813-4;04/03/2024;04/03/2024;04138-002;SP;04138-002;SP
85813-4;12/03/2024;12/03/2024;04138-002;SP;04138-002;SP
85813-4;26/03/2024;26/03/2024;04138-002;SP;04138-002;SP
85817-5;16/01/2024;16/01/2024;12230-000;SP;12230-000;SP
85817-5;31/01/2024;31/01/2024;12230-000;SP;12230-000;SP
85817-5;22/03/2024;22/03/2024;12230-000;SP;12230-000;SP
85817-5;26/03/2024;26/03/2024;12230-000;SP;12230-000;SP
85819-1;03/01/2024;03/01/2024;11030-301;SP;11030-301;SP
85819-1;12/01/2024;12/01/2024;11030-301;SP;11030-301;SP
85819-1;17/01/2024;17/01/2024;11030-301;SP;11030-301;SP
85819-1;31/01/2024;31/01/2024;11030-301;SP;11030-301;SP
85819-1;15/02/2024;15/02/2024;11030-301;SP;11030-301;SP
85819-1;20/02/2024;20/02/2024;11030-301;SP;11030-301;SP
85819-1;28/02/2024;28/02/2024;11030-301;SP;11030-301;SP
85834-0;27/03/2024;27/03/2024;01418-000;SP;01418-000;SP
85834-0;25/01/2024;25/01/2024;01418-000;SP;01418-000;SP
85834-0;25/03/2024;25/03/2024;01418-000;SP;01418-000;SP
85835-7;05/01/2024;05/01/2024;40150-130;BA;04026-002;SP
85839-9;18/03/2024;18/03/2024;08710-020;SP;08710-020;SP
85841-5;28/02/2024;28/02/2024;04022-005;SP;04022-005;SP
85847-2;25/01/2024;25/01/2024;07070-010;SP;07070-010;SP
85847-2;04/03/2024;04/03/2024;07070-010;SP;07070-010;SP
85853-0;21/02/2024;21/02/2024;11263-240;SP;11263-240;SP
85856-3;08/01/2024;08/01/2024;05477-903;SP;05477-903;SP
85856-3;05/02/2024;05/02/2024;05477-903;SP;05477-903;SP
85856-3;03/04/2024;03/04/2024;05477-903;SP;05477-903;SP
85857-1;09/02/2024;09/02/2024;19800-001;SP;19800-001;SP
85857-1;19/02/2024;19/02/2024;19800-001;SP;19800-001;SP
85861-3;11/01/2024;11/01/2024;09751-250;SP;09751-250;SP
85861-3;31/01/2024;31/01/2024;09751-250;SP;09751-250;SP
85867-0;08/01/2024;08/01/2024;05616-000;SP;05616-000;SP
85867-0;29/01/2024;29/01/2024;05616-000;SP;05616-000;SP
85867-0;07/02/2024;07/02/2024;05616-000;SP;05616-000;SP
85867-0;22/03/2024;22/03/2024;05616-000;SP;05616-000;SP
85870-4;04/03/2024;04/03/2024;01123-000;SP;01123-000;SP
85872-0;05/02/2024;05/02/2024;05429-040;SP;05429-040;SP
85879-5;03/01/2024;03/01/2024;04941-080;SP;04941-080;SP
85882-9;07/02/2024;07/02/2024;13025-300;SP;13025-300;SP
85885-2;03/01/2024;03/01/2024;02842-280;SP;02842-280;SP
85885-2;08/01/2024;08/01/2024;02842-280;SP;02842-280;SP
85885-2;15/01/2024;15/01/2024;02842-280;SP;02842-280;SP
85885-2;22/01/2024;22/01/2024;02842-280;SP;02842-280;SP
85885-2;29/01/2024;29/01/2024;02842-280;SP;02842-280;SP
85885-2;12/02/2024;12/02/2024;02842-280;SP;02842-280;SP
85885-2;19/02/2024;19/02/2024;02842-280;SP;02842-280;SP
85885-2;23/02/2024;23/02/2024;02842-280;SP;02842-280;SP
85885-2;26/02/2024;26/02/2024;02842-280;SP;02842-280;SP
85885-2;04/03/2024;04/03/2024;02842-280;SP;02842-280;SP
85885-2;11/03/2024;11/03/2024;02842-280;SP;02842-280;SP
85885-2;18/03/2024;18/03/2024;02842-280;SP;02842-280;SP
85885-2;25/03/2024;25/03/2024;02842-280;SP;02842-280;SP
85885-2;01/04/2024;01/04/2024;02842-280;SP;02842-280;SP
85886-0;26/01/2024;26/01/2024;08710-500;SP;08710-500;SP
85886-0;30/01/2024;30/01/2024;08710-500;SP;08710-500;SP
85886-0;05/02/2024;05/02/2024;08710-500;SP;08710-500;SP
85886-0;26/01/2024;26/01/2024;08710-500;SP;08710-500;SP
85886-0;08/03/2024;08/03/2024;08710-500;SP;08710-500;SP
85887-8;10/01/2024;10/01/2024;05512-390;SP;05512-390;SP
85887-8;24/01/2024;24/01/2024;05512-390;SP;05512-390;SP
85887-8;31/01/2024;31/01/2024;05512-390;SP;05512-390;SP
85901-7;09/01/2024;09/01/2024;09770-290;SP;09770-290;SP
85901-7;15/02/2024;15/02/2024;09770-290;SP;09770-290;SP
85903-3;07/03/2024;07/03/2024;04362-030;SP;04362-030;SP
85903-3;12/01/2024;12/01/2024;04362-030;SP;04362-030;SP
85905-8;05/01/2024;05/01/2024;35502-023;MG;04569-003;SP
85905-8;12/02/2024;12/02/2024;35502-023;MG;04569-003;SP
